axis_level,replicate,method,variance_source_file,units,is_monte_carlo_backtransform_approximation,n_cells_averaged,variance_mean,note
1,rep0,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2475,0.5718694887517751,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep0,gp_mle,posterior_var_map.npy,porosity %^2,False,2475,5.393127436835179,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep1,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2475,5.896847624214917,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep1,sgs,sgs_var_map.npy,porosity %^2,False,2475,4.238250770587534,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep1,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2475,0.28777254498115473,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep1,gp_mle,posterior_var_map.npy,porosity %^2,False,2475,4.134496013560994,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep2,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2476,9.001778344227704,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep2,sgs,sgs_var_map.npy,porosity %^2,False,2476,8.717272951551019,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep2,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2476,0.9833349223033023,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep2,gp_mle,posterior_var_map.npy,porosity %^2,False,2476,6.384242898453357,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep3,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2475,6.119251870187891,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep3,sgs,sgs_var_map.npy,porosity %^2,False,2475,5.352778687649123,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep3,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2475,1.808825925199359,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep3,gp_mle,posterior_var_map.npy,porosity %^2,False,2475,4.577188013597372,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep4,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2475,6.6349980196219605,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep4,sgs,sgs_var_map.npy,porosity %^2,False,2475,5.829563773661067,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep4,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2475,0.906684176280022,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep4,gp_mle,posterior_var_map.npy,porosity %^2,False,2475,5.432758872403347,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep5,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2475,5.042860995993854,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep5,sgs,sgs_var_map.npy,porosity %^2,False,2475,4.640186430462308,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep5,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2475,0.49186015442156367,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep5,gp_mle,posterior_var_map.npy,porosity %^2,False,2475,3.9034928686345833,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep6,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2475,7.354298906465569,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep6,sgs,sgs_var_map.npy,porosity %^2,False,2475,7.325778732806201,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep6,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2475,0.5857694632291056,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep6,gp_mle,posterior_var_map.npy,porosity %^2,False,2475,6.943631035429661,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep7,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2476,6.471260175056847,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep7,sgs,sgs_var_map.npy,porosity %^2,False,2476,6.487139544214214,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep7,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2476,0.48115941590613515,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep7,gp_mle,posterior_var_map.npy,porosity %^2,False,2476,4.1645598193367865,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep8,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2475,6.438182419778251,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep8,sgs,sgs_var_map.npy,porosity %^2,False,2475,6.071779550000329,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep8,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2475,0.33095879874916423,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep8,gp_mle,posterior_var_map.npy,porosity %^2,False,2475,3.4407865141482725,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep9,kriging,kriging_var_map_physical_mc.npy,porosity %^2,True,2475,14.349918245434898,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep9,sgs,sgs_var_map.npy,porosity %^2,False,2475,14.345945967997109,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep9,rbf_bootstrap,bootstrap_var_map.npy,porosity %^2,False,2475,1.9989193445939089,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
1,rep9,gp_mle,posterior_var_map.npy,porosity %^2,False,2475,9.177265485802582,"variance_mean is taken over this (level, replicate) cell's evaluated cells (its conditioning cells excluded). All four arrays are porosity %^2, but kriging's physical-unit variance is a Monte Carlo back-transform of its normal-score variance, whereas sgs/rbf_bootstrap/gp_mle variances are native physical-unit arrays."
